Artist Name~Spotify URL~Apple Music URL
Big Band Of Boom~https://open.spotify.com/artist/7o6iEBryMY6xMmVwBCGNFA~https://music.apple.com/de/artist/big-band-of-boom/1598911197
Chili Sowieso~https://open.spotify.com/artist/2ppkAMXNVADMDnRPYMDWGN~https://music.apple.com/de/artist/chili-sowieso/1781211705
Chicken Wire Empire~https://open.spotify.com/artist/05RSgyFo6Z3uiYA6fnj0sm~https://music.apple.com/de/artist/chicken-wire-empire/1155298124
Ëda Diaz~https://open.spotify.com/artist/3aqyhnamHE8Uhxvmf4zwGD~https://music.apple.com/de/artist/%C3%ABda-diaz/1300683541
Vieux Farka Toure~~
Petit Goro~https://open.spotify.com/artist/4znwRxlaGlTizn0iTfxXNm~https://music.apple.com/de/artist/petit-goro/1176086002
Jourdan Thibodeaux et les Rôdailleurs~https://open.spotify.com/artist/4DfNbFtiTmJBA9ThQXDN0D~https://music.apple.com/de/artist/jourdan-thibodeaux-et-les-r%C3%B4dailleurs/1346683913
Le diable à cinq~https://open.spotify.com/artist/5KBDs4i4lRg7nIQGR831Pq~https://music.apple.com/de/artist/le-diable-%C3%A0-cinq/1323789845
Topette!!~~
Mine~~https://music.apple.com/de/artist/mine/1027177254
Rob Heron & The Tea Pad Orchestra~https://open.spotify.com/artist/3dMxgmwdmgvOLsU76cEk2q~https://music.apple.com/de/artist/rob-heron-the-tea-pad-orchestra/881925428
Maxjoseph~https://open.spotify.com/artist/2dNaAALJVdYQD1H5JpRaoX~https://music.apple.com/de/artist/maxjoseph/1540576370
Hunter Folk & Malian Roots~~
Ami Yerewolo~~https://music.apple.com/de/artist/ami-yerewolo/769776903
Yoko Pwno~https://open.spotify.com/artist/0ak8tqaa2dP7TX5y8dYLOY~https://music.apple.com/de/artist/yoko-pwno/1261035302
Le Mali 70 Earkestra~~
Niyaz~https://open.spotify.com/artist/7sBjVJ5NcSKtTsvPphq4Xp~https://music.apple.com/de/artist/niyaz/56524962
Mojna~https://open.spotify.com/artist/2AYp61ETIT0Al2gZfZpeLV~https://music.apple.com/de/artist/mojna/1180768879
Sadio Sidibe~~
Profolk-Session~~
Al Bilali Soudan~https://open.spotify.com/artist/0jlgmuB57DskN8dzqR6dY7~https://music.apple.com/de/artist/al-bilali-soudan/1055784175
Heavy Beat Brass Band~https://open.spotify.com/artist/466r7kbwZxbEMbnOGTb4ZA~https://music.apple.com/de/artist/heavy-beat-brass-band/1478702615
Kader Tarhanine~https://open.spotify.com/artist/7Et5H8GXkBE3F2nFolwyPV~https://music.apple.com/de/artist/kader-tarhanine/1391675149
Justin Adams & Mauro Durante~~
Almir Mešković & Daniel Lazar~~
Suraras do Tapajós~https://open.spotify.com/artist/2Wn3ZcD3YdxUwizF1FmvyK~https://music.apple.com/de/artist/suraras-do-tapaj%C3%B3s/1518034878
Sanam~https://open.spotify.com/artist/5s860hZNkN59QRBx6wQ3Da~https://music.apple.com/de/artist/sanam/735721518
Dubioza Kolektiv~https://open.spotify.com/artist/02IFYoziC7CpQRK8fbehUY~https://music.apple.com/de/artist/dubioza-kolektiv/259304035
Ganna~https://open.spotify.com/artist/1B5ieW1R692Yy6YRVPOFxU~https://music.apple.com/de/artist/ganna/1768299662
babe tella~~
The Balkonians~https://open.spotify.com/artist/16KjdsoMZF59PP1cSPxPt4~https://music.apple.com/de/artist/the-balkonians/1241270311
Batiar Gang~https://open.spotify.com/artist/18q4FFbo6bv9ARbultu73B~https://music.apple.com/de/artist/batiar-gang/1482210544
Florian Betz~https://open.spotify.com/artist/6TX1Xm5VP1refb2NmKgYUg~https://music.apple.com/de/artist/florian-betz/948002468
Bittersüßer Nachtschatten~~
Sebastian Block und Band~~
Marco Böttger & Thomas Buffy~~
Bozó & Asadi~~
Les Calcatoggios~~https://music.apple.com/de/artist/les-calcatoggios/978657606
Hezron Chetty~https://open.spotify.com/artist/4AyYFilb5X0rHGwA9yVkbk~https://music.apple.com/de/artist/hezron-chetty/1582735788
Cia Rampante~~
Cinnamon Sun~https://open.spotify.com/artist/2EHWfc70jTxa6AeTNIb0Il~https://music.apple.com/de/artist/cinnamon-sun/1539259782
Charlotte Daun~~
DiaTon~https://open.spotify.com/artist/7iR7iNPA9v3ikJcShwPvw7~https://music.apple.com/de/artist/diaton/1467342925
Ben Éadair and Frank~~
Elderland~~
Das EU-Semble~~
Fleadh~https://open.spotify.com/artist/4U998QUpEe1WRMuDPoKIIB~https://music.apple.com/de/artist/fleadh/425127078
gelinde gesagt~~
Good Habits~https://open.spotify.com/artist/6bgYtMpT4KI6q3y3p056Rl~https://music.apple.com/de/artist/good-habits/1435904755
Christina Harslem~~
Gregor°Holzer und Frau Maleen~~
Jarése~https://open.spotify.com/artist/4CilTJUkbX7oNFq9ldnQMC~
Jusur~~
Thari Kaan~https://open.spotify.com/artist/7aYW47Al3WLUDxp6dUWuZt~https://music.apple.com/de/artist/thari-kaan/1480400207
Kaboros~https://open.spotify.com/artist/4rTKGN4qfijcJQ9TdePrrF~https://music.apple.com/de/artist/kaboros/1549472596
der Katze und die Hund~~
Der Kiepenkasper~~
Klezmer Muskel Kater~~
Kosmo Lutra~https://open.spotify.com/artist/6Uh9KscfLWjJAOWGlB1ZAH~https://music.apple.com/de/artist/kosmo-lutra/1684312376
Mandolinenorchester &#34;Wanderlust&#34;~~
Maradiuli~~
Mat’ChaOn~~
Martin John Milner and The Need~~
The Moonshine Pack~https://open.spotify.com/artist/64IIDWrNSslG7jAMLlcU3d~https://music.apple.com/de/artist/the-moonshine-pack/1775087268
Nid de poule~~
Of Men and Deer~https://open.spotify.com/artist/2nVkHXdl1PL93jQBYr0S1J~https://music.apple.com/de/artist/of-men-and-deer/1522183190
